"Landesindex der Konsumentenpreise / Indice des prix à la consommation","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","© Bundesamt für Statistik / Office fédéral de la statistique, Espace de l'Europe 10, CH-2010 Neuchâtel"
"Indexierungstabelle / Tableau d'indexation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auskunft / Renseignements: LIK@bfs.admin.ch, 058 / 463 69 00"
"Originalbasen / Bases originales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.LIK.bfs.admin.ch"
"Datum / Date",5266,14458,24351,28369,30286,34090,36647,2005-12-01,2010-12-01,2015-12-01,2020-12-01,"% m-1","% m-12"
"16132",206.4,150.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2.5"
"16163",207.1,150.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.2000000000000002"
"16193",207.5,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2.4"
"16224",208.2,151.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.4"
"16254",208.8,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.4"
"16285",208,151.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","2.2000000000000002"
"16316",208,151.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.9"
"16346",208.2,151.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.6"
"16377",208.2,151.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.5"
"16407",208.2,151.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.4"
"16438",208.5,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.4"
"16469",208.7,152.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.4"
"16497",208.8,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.2"
"16528",209.3,152.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.1000000000000001"
"16558",209.6,152.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1"
"16589",210.3,153.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1"
"16619",210.5,153.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.8"
"16650",210,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","1"
"16681",209.7,152.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0.8"
"16711",208.3,151.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","0"
"16742",206.7,150.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-0.7"
"16772",206.7,150.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.7"
"16803",206.8,150.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.8"
"16834",205.9,150.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-1.3"
"16862",204.9,149.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-1.9"
"16893",205.1,149.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-2"
"16923",206.4,150.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","-1.5"
"16954",207.3,151.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-1.4"
"16984",207.1,150.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-1.6"
"17015",207.2,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1.3"
"17046",207.3,151.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1.1000000000000001"
"17076",211.5,154.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1.5"
"17107",211.8,154.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.5"
"17137",212,154.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.6"
"17168",212.3,154.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.7"
"17199",212.2,154.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.1"
"17227",212.3,154.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.6"
"17258",213.2,155.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","3.9"
"17288",216.2,157.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","4.7"
"17319",217.4,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","4.9000000000000004"
"17349",217.4,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5"
"17380",217.5,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5"
"17411",217.8,158.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.0999999999999996"
"17441",222.7,162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2000000000000002","5.3"
"17472",223,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.3"
"17502",223.3,162.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.3"
"17533",223.6,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.3"
"17564",223.5,162.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5.3"
"17593",222.9,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","5"
"17624",222.9,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4.5"
"17654",223.1,162.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.2"
"17685",223.7,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.9"
"17715",223,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","2.6"
"17746",222.7,162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","2.4"
"17777",223.1,162.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2.4"
"17807",223.2,162.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.2"
"17838",226.3,164.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","1.5"
"17868",224.6,163.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","0.6"
"17899",223.8,163.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","0.1"
"17930",223,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-0.2"
"17958",222,161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-0.4"
"17989",221.2,161.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-0.8"
"18019",221.5,161.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.7"
"18050",222,161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-0.8"
"18080",221.3,161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.8"
"18111",221.4,161.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.6"
"18142",222,161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-0.5"
"18172",221.3,161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.9"
"18203",220.9,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-2.4"
"18233",220.3,160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-1.9"
"18264",218,158.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","-2.6"
"18295",217.2,158.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-2.6"
"18323",216.8,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-2.2999999999999998"
"18354",215.9,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-2.4"
"18384",216.8,158.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-2.1"
"18415",217,158.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-2.2999999999999998"
"18445",217,158.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1.9"
"18476",218.3,159.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","-1.4"
"18507",219.2,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-1.3"
"18537",220.3,160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","-0.5"
"18568",220.5,160.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.2"
"18598",220.3,160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0"
"18629",222.3,162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","2"
"18660",223,162.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.7"
"18688",222.8,162.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","2.8"
"18719",225.3,164.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1000000000000001","4.4000000000000004"
"18749",227.6,166.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5"
"18780",228.1,166.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","5.0999999999999996"
"18810",229.2,167.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","5.6"
"18841",230.6,168.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","5.6"
"18872",231.3,168.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","5.5"
"18902",232.9,169.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","5.7"
"18933",234.1,170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","6.2"
"18963",234.3,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","6.4"
"18994",233.6,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","5.0999999999999996"
"19025",234.1,170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","5"
"19054",234.1,170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5.0999999999999996"
"19085",233.2,170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","3.5"
"19115",234.1,170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","2.9"
"19146",234.8,171.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.9"
"19176",234.3,170.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","2.2000000000000002"
"19207",234.8,171.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.8"
"19238",235.3,171.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.7"
"19268",234.6,171.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","0.7"
"19299",234.8,171.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.3"
"19329",234.6,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0.1"
"19360",233.2,169.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-0.2"
"19391",232.7,169.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-0.6"
"19419",232.5,169.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.7"
"19450",231.8,168.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.6"
"19480",232.7,169.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-0.6"
"19511",232.9,169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.8"
"19541",232.7,169.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.7"
"19572",232.9,169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.8"
"19603",233.6,170.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-0.7"
"19633",233.8,170.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.3"
"19664",233.8,170.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.4"
"19694",233.3,170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-0.6"
"19725",232.8,169.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-0.2"
"19756",232.3,169.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-0.2"
"19784",232.1,169.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.2"
"19815",232.3,169.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.2"
"19845",233,170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","0.1"
"19876",233.5,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.3"
"19906",234.2,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","0.6"
"19937",235.1,171.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","0.9"
"19968",235.6,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.9"
"19998",236.3,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.1000000000000001"
"20029",237,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.4"
"20059",236.8,172.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","1.5"
"20090",236.1,172.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","1.4"
"20121",235.4,171.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","1.3"
"20149",235.4,171.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","1.4"
"20180",235.6,171.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.4"
"20210",236.4,172.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.5"
"20241",236.4,172.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.2"
"20271",236.5,172.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1"
"20302",237.1,172.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.9"
"20333",237.5,173.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.8"
"20363",237.9,173.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.7"
"20394",238.2,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.5"
"20424",238.2,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.6"
"20455",236.8,172.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","0.1"
"20486",237.4,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.7"
"20515",238,173.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.1000000000000001"
"20546",237.6,173.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.9"
"20576",240.1,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1.6"
"20607",240.6,175.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.8"
"20637",240.9,175.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.9"
"20668",241.7,176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2"
"20699",242.2,176.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2"
"20729",242.4,176.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.9"
"20760",243.1,177.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.1"
"20790",243.4,177.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.2000000000000002"
"20821",243,177.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","2.6"
"20852",242.6,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","2.2000000000000002"
"20880",241.9,176.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","1.6"
"20911",242.7,176.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.1"
"20941",244.2,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","1.7"
"20972",244.4,178.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.5"
"21002",244.9,178.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.7"
"21033",246.3,179.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","1.9"
"21064",246.8,179.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.9"
"21094",247.6,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.2000000000000002"
"21125",248.3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.1"
"21155",248.3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2"
"21186",247.6,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","1.9"
"21217",247.6,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.1"
"21245",247.6,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.4"
"21276",247.9,180.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.1"
"21306",250,182.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","2.4"
"21337",250.3,182.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.4"
"21367",250.3,182.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.2000000000000002"
"21398",250.5,182.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.7"
"21429",250.9,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.7"
"21459",250.8,182.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","1.3"
"21490",250.9,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1"
"21520",250.5,182.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.9"
"21551",249,181.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","0.6"
"21582",248.2,180.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","0.2"
"21610",247.8,180.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.1"
"21641",246.8,179.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-0.4"
"21671",247.1,180.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-1.2"
"21702",246.8,179.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-1.4"
"21732",246.8,179.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1.4"
"21763",247.6,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-1.2"
"21794",248.5,181.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-1"
"21824",248.9,181.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-0.8"
"21855",249.2,181.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-0.7"
"21885",249,181.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.6"
"21916",248.3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.3"
"21947",249.6,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.6"
"21976",249.6,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.7"
"22007",250,182.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.3"
"22037",251.1,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","1.6"
"22068",251.4,183.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.8"
"22098",252,183.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.1"
"22129",252.6,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2"
"22160",253.3,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.9"
"22190",253.7,184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.9"
"22221",253.7,184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.8"
"22251",253.4,184.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","1.8"
"22282",252.7,184.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","1.8"
"22313",252.9,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.3"
"22341",252.9,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.3"
"22372",252.9,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.2"
"22402",254.8,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","1.5"
"22433",255.2,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.5"
"22463",255.7,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.5"
"22494",257,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","1.7"
"22525",257.4,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.6"
"22555",258.5,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","1.9"
"22586",262.1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","3.3"
"22616",262.3,191.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.5"
"22647",262.6,191.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.9"
"22678",263.3,191.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.0999999999999996"
"22706",263.7,192.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","4.3"
"22737",264.9,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","4.8"
"22767",267,194.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","4.8"
"22798",267.7,195.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.9000000000000004"
"22828",268.5,195.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","5"
"22859",269.6,196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","4.9000000000000004"
"22890",269.5,196.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","4.7"
"22920",269,196.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","4.0999999999999996"
"22951",270.3,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","3.1"
"22981",270.8,197.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3.2"
"23012",271.7,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","3.4"
"23043",273.3,199.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","3.8"
"23071",273.3,199.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.6"
"23102",273.7,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3.3"
"23132",275.4,200.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","3.1"
"23163",276,201.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3.1"
"23193",276.6,201.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3"
"23224",277.4,202.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.9"
"23255",278.2,202.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","3.3"
"23285",279.3,203.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","3.8"
"23316",281,204.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","4"
"23346",281.3,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.9"
"23377",281.5,205.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.6"
"23408",281.9,205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.2"
"23437",282.1,205.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.2"
"23468",283.9,206.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","3.7"
"23498",285.4,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","3.6"
"23529",285,207.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","3.2"
"23559",285.1,207.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.1"
"23590",285.8,208.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3"
"23621",286.3,208.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2.9"
"23651",287.2,209.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.8"
"23682",287.4,209.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.2999999999999998"
"23712",287.8,209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.2999999999999998"
"23743",288.1,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.2999999999999998"
"23774",289.1,210.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.5"
"23802",289.2,210.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.5"
"23833",290.2,211.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.2000000000000002"
"23863",293.3,213.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1000000000000001","2.8"
"23894",294.4,214.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","3.3"
"23924",295.3,215.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","3.6"
"23955",296.9,216.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","3.9"
"23986",297.7,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4"
"24016",298.7,217.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4"
"24047",301.3,219.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","4.8"
"24077",302,220.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","4.9000000000000004"
"24108",303.6,221.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","5.4"
"24139",304.4,221.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","5.3"
"24167",304.9,222.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.4"
"24198",305.3,222.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","5.2"
"24228",309.1,225.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","5.4"
"24259",308.7,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","4.8"
"24289",308.7,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4.5999999999999996"
"24320",309.7,225.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.3"
"24351",309.9,225.9,100,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","4.0999999999999996"
"24381",310.5,226.4,100.2,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","4"
"24412",314.2,229.1,101.4,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","4.3"
"24442",315.8,230.2,101.9,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","4.5999999999999996"
"24473",316.7,230.9,102.2,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.3"
"24504",316.1,230.4,102,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","3.8"
"24532",316.1,230.4,102,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.7"
